c MST generated by Kruskal's Algorithm using Quick Sort
g 100000 99999
e 38436 42654 42
e 84499 86198 42
e 6282 46506 42
e 51385 57644 42
e 19072 39336 42
e 8428 94772 42
e 50227 95045 42
e 7763 73115 42
e 9323 21367 42
e 56912 66600 42
e 8723 53530 42
e 11965 50867 42
e 3899 41575 42
e 64787 90942 42
e 68333 89538 42
e 10442 61137 42
e 14911 65921 43
e 3917 7366 43
e 61278 82172 43
e 18710 51454 43
e 37655 81441 43
e 17038 50743 43
e 5932 95225 43
e 16938 75577 43
e 51262 59236 43
e 16523 59339 43
e 66029 70013 43
e 11174 58079 43
e 22023 57029 43
e 47839 65907 43
e 55754 97893 43
e 38062 97397 43
e 22226 58602 43
e 9638 29375 43
e 71168 82479 43
e 47747 70791 43
e 33596 46344 43
e 78995 98993 43
e 22151 51805 43
e 3065 65582 43
e 23910 67300 43
e 975 15093 43
e 31539 72507 43
e 1537 42851 43
e 51048 66870 43
e 46940 71184 43
e 67572 67709 43
e 72463 99399 43
e 75288 97707 43
e 5476 27039 43
e 40362 58340 43
e 13170 79036 43
e 13102 80508 43
e 12237 40845 43
e 13734 22491 43
e 1034 94015 43
e 54338 74718 43
e 27582 39897 43
e 54802 90063 43
e 64505 84929 43
e 48535 65998 43
e 58365 68640 43
e 57126 90133 43
e 55700 79608 43
e 30311 73530 43
e 29732 80355 43
e 36474 92453 43
e 40791 80083 43
e 61517 91961 43
e 63772 95331 43
e 55878 68308 43
e 27817 49856 43
e 29471 98737 43
e 21414 84908 43
e 15807 30497 43
e 23070 62700 43
e 94639 99892 43
e 14450 84252 43
e 76770 98999 43
e 67970 91776 43
e 90634 93441 43
e 3331 93679 43
e 80089 85986 43
e 21810 31686 43
e 22599 52027 43
e 30240 52306 43
e 51082 96722 43
e 57520 58005 43
e 50591 93660 43
e 9085 52469 43
e 31448 53486 43
e 28465 30832 43
e 48084 74557 43
e 24328 88761 43
e 9093 28349 43
e 28297 96416 43
e 50723 65477 43
e 15672 74648 43
e 15439 45290 43
e 27248 81368 43
e 6564 90328 43
e 47735 69250 43
e 19295 31898 43
e 16289 30177 43
e 50571 66737 43
e 27142 53054 43
e 72766 83836 43
e 48342 59217 43
e 33919 75881 43
e 58662 60943 43
e 3753 50238 43
e 19350 72311 43
e 14139 99809 43
e 10659 28486 43
e 12323 51337 43
e 59310 93237 43
e 48444 55308 43
e 24964 25712 43
e 39765 56733 43
e 66698 92872 43
e 21858 42641 43
e 59664 85899 43
e 21505 36509 43
e 32160 50097 43
e 25203 47169 43
e 68345 84523 43
e 45248 93131 43
e 37917 71995 43
e 13821 62411 43
e 28429 74723 43
e 21670 86695 43
e 35047 68885 43
e 62799 92666 43
e 5195 28222 43
e 51461 77838 43
e 31480 69778 43
e 8380 63175 43
e 41285 47733 43
e 11574 35581 43
e 44767 54382 43
e 18152 90782 43
e 81677 97008 43
e 7124 23799 43
e 70184 91539 43
e 4596 6844 43
e 36637 93657 43
e 3696 98336 43
e 62601 96885 43
e 24118 80641 43
e 22129 46825 43
e 55472 91039 43
e 33406 66942 43
e 25685 86409 43
e 45115 95629 43
e 12898 75303 43
e 3774 54606 43
e 72435 84145 43
e 59142 72335 43
e 83917 91709 43
e 2859 13977 43
e 11254 38884 43
e 53427 68993 43
e 22440 97881 43
e 39774 57980 43
e 51927 97674 43
e 563 62742 43
e 6836 96799 43
e 25435 71372 43
e 21065 46501 43
e 61198 77963 43
e 26269 42746 43
e 62203 70617 43
e 4394 36426 43
e 61254 97792 43
e 9246 95407 43
e 3733 15120 43
e 64321 74939 43
e 36989 45776 43
e 54226 93052 43
e 58996 60803 43
e 61776 99004 43
e 68461 75941 43
e 27889 31146 43
e 18596 71748 43
e 12899 25001 43
e 35998 37809 43
e 57421 71394 43
e 974 90407 43
e 27690 93827 43
e 4120 12392 43
e 5004 24628 43
e 6962 11913 43
e 55036 90244 43
e 14973 71350 43
e 45637 56910 43
e 15027 50322 43
e 29392 35051 43
e 21847 90953 43
e 4645 46420 43
e 17044 96470 43
e 55437 87740 43
e 13994 73101 43
e 14588 85930 43
e 34014 81922 43
e 1908 96503 43
e 35497 98060 43
e 35804 71834 43
e 12425 53619 43
e 83398 88473 43
e 21549 37861 43
e 17582 44533 43
e 8182 37697 43
e 81828 85057 43
e 45741 87286 43
e 4234 56209 43
e 43188 65017 43
e 32995 47366 43
e 69945 76494 43
e 49423 84139 43
e 10551 18451 43
e 41988 65281 43
e 9914 26741 43
e 21296 58908 43
e 5654 46659 43
e 16243 70856 43
e 38968 40950 43
e 21916 87259 43
e 33043 41934 43
e 19715 23447 43
e 63640 85583 43
e 3757 20488 43
e 11322 52427 43
e 19818 51545 43
e 58184 92929 43
e 17925 97705 43
e 48718 50808 43
e 58227 78982 43
e 6008 33575 43
e 55454 74444 43
e 22586 42177 43
e 89175 89360 43
e 71324 96912 43
e 50120 69203 43
e 3189 61750 43
e 23545 49489 43
e 6208 29763 43
e 38074 85569 43
e 1604 8435 43
e 35434 58573 43
e 126 32159 43
e 53393 68415 43
e 63151 81248 43
e 1203 95472 43
e 24259 40681 43
e 33623 39010 44
e 37709 70483 44
e 2256 99719 44
e 42592 64252 44
e 96856 99211 44
e 24868 43451 44
e 16941 41654 44
e 52779 90742 44
e 21246 51442 44
e 8023 69782 44
e 15152 58227 44
e 59537 98868 44
e 5733 30263 44
e 6183 72132 44
e 41419 47286 44
e 29395 88431 44
e 33878 91726 44
e 28662 49153 44
e 390 18987 44
e 2433 59312 44
e 11370 74647 44
e 79180 94288 44
e 6943 34288 44
e 22967 98080 44
e 74507 77966 44
e 66570 85843 44
e 18119 54471 44
e 54900 97401 44
e 31901 54130 44
e 41930 84688 44
e 7595 56507 44
e 5872 64327 44
e 60297 94846 44
e 22326 97614 44
e 23659 77167 44
e 24568 46064 44
e 37468 99603 44
e 30327 76492 44
e 58383 94028 44
e 34995 75931 44
e 28882 70811 44
e 69316 83923 44
e 45518 94180 44
e 15731 67918 44
e 73919 75641 44
e 55971 65878 44
e 10097 25937 44
e 73970 77176 44
e 57328 60604 44
e 33268 63289 44
e 9327 35996 44
e 12246 21850 44
e 30638 76352 44
e 6661 55766 44
e 5461 71667 44
e 15721 21276 44
e 25667 39916 44
e 5597 93689 44
e 36333 89677 44
e 24117 80913 44
e 60390 98287 44
e 42475 76452 44
e 9079 53041 44
e 3426 56075 44
e 17398 35080 44
e 70238 94120 44
e 18685 98138 44
e 52671 64470 44
e 11728 70360 44
e 6942 55823 44
e 29784 85112 44
e 43591 96277 44
e 64139 89602 44
e 24654 97947 44
e 37176 81063 44
e 38044 63526 44
e 16517 76265 44
e 4773 19067 44
e 16674 96227 44
e 39661 82398 44
e 64 26429 44
e 48175 70724 44
e 79451 79536 44
e 10778 74395 44
e 35686 83973 44
e 18164 80969 44
e 4497 9065 44
e 19249 67979 44
e 2728 43670 44
e 7583 64153 44
e 38890 73070 44
e 45615 70219 44
e 38739 98839 44
e 65675 83876 44
e 35891 47314 44
e 39281 57167 44
e 58423 89636 44
e 20064 41226 44
e 14832 64118 44
e 9186 21900 44
e 12696 55651 44
e 34376 62951 44
e 103 57234 44
e 51090 96805 44
e 23396 43898 44
e 11010 63394 44
e 56708 98913 44
e 8452 87013 44
e 30361 93975 44
e 11349 90335 44
e 8148 86022 44
e 34407 36852 44
e 33070 50571 44
e 55965 75473 44
e 38116 42885 44
e 26941 55759 44
e 31286 99479 44
e 39110 47975 44
e 47663 82804 44
e 12568 83041 44
e 49019 81437 44
e 52064 98491 44
e 54531 91132 44
e 11927 44802 44
e 9725 26689 44
e 10601 31883 44
e 51568 54993 44
e 65458 78918 44
e 14730 99074 44
e 32408 99513 44
e 4959 10618 44
e 22520 71023 44
e 16865 70633 44
e 12711 58321 44
e 31393 89208 44
e 61498 86958 44
e 19257 92881 44
e 27994 81314 44
e 10052 58212 44
e 1245 88676 44
e 53190 91439 44
e 4134 53491 44
e 2267 77321 44
e 26416 47977 44
e 21456 64203 44
e 51298 62997 44
e 7568 30640 44
e 24885 27639 44
e 51785 60084 44
e 20493 54943 44
e 53522 84449 44
e 2986 87549 44
e 2343 77455 44
e 81118 91710 44
e 24479 85073 44
e 70503 99067 44
e 23998 58242 44
e 22870 67398 44
e 38136 57497 44
e 4347 16863 44
e 10636 13371 44
e 19223 56102 44
e 52990 83007 44
e 21113 73194 44
e 5484 85245 44
e 65925 82977 44
e 31338 85265 44
e 14779 37843 44
e 73677 75058 44
e 21301 30439 44
e 78573 91221 44
e 48391 63252 44
e 12951 30084 44
e 36114 81386 44
e 11762 21751 44
e 16548 23831 44
e 63468 79518 44
e 42398 86811 44
e 16852 61710 44
e 71367 80277 44
e 59480 90072 44
e 46014 73431 44
e 34894 98028 44
e 66849 73163 44
e 3538 56856 44
e 57603 95775 44
e 30130 60624 44
e 4062 28531 44
e 16272 81418 44
e 13152 88251 44
e 4151 95884 44
e 32205 93734 44
e 83777 95001 44
e 11367 84056 44
e 88197 88224 44
e 41586 62251 44
e 33096 73925 44
e 19650 59282 44
e 68932 92518 44
e 9953 88594 44
e 66391 88828 44
e 16345 25851 44
e 9707 91637 44
e 43982 85233 44
e 36120 88121 44
e 6842 87352 44
e 11725 34548 44
e 59025 99329 44
e 47477 82635 44
e 67079 75993 44
e 54008 92563 44
e 74411 79055 44
e 29761 45029 44
e 57009 94231 44
e 16 49799 44
e 8953 36547 44
e 83145 92855 44
e 15852 74345 44
e 1614 15329 44
e 12370 33512 44
e 59761 93213 44
e 16923 94763 44
e 3335 80393 44
e 4811 16468 44
e 21626 43306 44
e 15593 42629 44
e 9289 70300 44
e 4033 69928 44
e 24748 90001 44
e 18733 61845 44
e 4136 28995 44
e 16191 34956 44
e 20349 22529 44
e 29328 77521 44
e 51546 54356 44
e 99099 99847 44
e 27587 71229 44
e 48479 49170 44
e 55752 99451 44
e 52489 60355 44
e 13971 33501 44
e 56515 91876 44
e 176 81766 44
e 9913 16355 44
e 8047 42366 44
e 10065 37154 44
e 486 6541 44
e 53756 96544 44
e 52617 67018 44
e 39044 49483 44
e 5838 95762 44
e 5481 71268 44
e 3325 66652 44
e 9381 70172 44
e 25689 52287 44
e 41754 92660 44
e 8092 8756 44
e 43005 84124 44
e 43363 77041 45
e 14477 39160 45
e 7930 46143 45
e 73602 99673 45
e 20716 40184 45
e 1567 99823 45
e 11363 23844 45
e 61500 63233 45
e 54347 84157 45
e 1164 19125 45
e 50496 83552 45
e 13646 30227 45
e 3916 73433 45
e 15391 82705 45
e 34249 86322 45
e 13347 92807 45
e 11476 97853 45
e 88215 99516 45
e 8756 12608 45
e 5527 10159 45
e 39576 70615 45
e 4640 14635 45
e 5931 83635 45
e 15500 30977 45
e 40155 46277 45
e 6339 78846 45
e 12741 82521 45
e 9783 18277 45
e 68927 98713 45
e 94681 94788 45
e 37472 47197 45
e 70506 84091 45
e 36231 88814 45
e 71338 93013 45
e 95153 99038 45
e 8354 14409 45
e 29579 35890 45
e 15350 31479 45
e 25390 40619 45
e 76875 87476 45
e 79461 93958 45
e 39988 85668 45
e 34443 85548 45
e 74665 91841 45
e 40784 71902 45
e 31366 85154 45
e 73479 79443 45
e 20481 93616 45
e 37684 90677 45
e 59057 86852 45
e 20954 77693 45
e 55336 92705 45
e 3187 29414 45
e 14978 20298 45
e 29073 76966 45
e 41343 66321 45
e 2923 54230 45
e 6629 13750 45
e 32400 80911 45
e 59206 89763 45
e 77658 90671 45
e 75693 97549 45
e 24172 32476 45
e 18003 73253 45
e 22027 84960 45
e 37328 48705 45
e 59503 66772 45
e 25268 73926 45
e 37598 68358 45
e 35070 81481 45
e 33068 88772 45
e 49806 85498 45
e 16175 97628 45
e 13919 14548 45
e 7691 87097 45
e 42984 82209 45
e 16784 53114 45
e 72752 76270 45
e 18187 49291 45
e 53688 85232 45
e 60534 76108 45
e 15087 41791 45
e 11432 66772 45
e 10928 20476 45
e 12668 43777 45
e 23462 78885 45
e 14531 76236 45
e 55888 94325 45
e 10866 20797 45
e 11469 73040 45
e 39279 65359 45
e 78251 99198 45
e 8242 61105 45
e 33780 79574 45
e 70215 80549 45
e 10493 75459 45
e 62145 91784 45
e 18391 98201 45
e 8229 56152 45
e 3261 52099 45
e 28890 44009 45
e 40258 87452 45
e 17641 38050 45
e 53034 95290 45
e 31936 74325 45
e 5755 36576 45
e 74883 90435 45
e 21710 81393 45
e 6323 14780 45
e 71339 80920 45
e 44909 58345 45
e 33689 88614 45
e 49821 86872 45
e 56954 99315 45
e 72699 93228 45
e 8915 78269 45
e 26530 75570 45
e 17914 57758 45
e 3102 49595 45
e 28390 31685 45
e 30104 40259 45
e 22299 89278 45
e 27348 65500 45
e 11407 89500 45
e 20285 84529 45
e 50825 85451 45
e 18840 96725 45
e 20038 83818 45
e 412 60027 45
e 70219 99588 45
e 26561 86072 45
e 75674 89324 45
e 37671 71998 45
e 40279 93948 45
e 24226 54732 45
e 9554 13512 45
e 9652 52660 45
e 5992 17757 45
e 12143 67469 45
e 56012 91733 45
e 5457 82603 45
e 17834 30330 45
e 29760 97154 45
e 59465 89091 45
e 6355 14078 45
e 865 49938 45
e 61681 76530 45
e 77273 97921 45
e 3278 86573 45
e 23723 72478 45
e 9261 59797 45
e 23689 48796 45
e 49948 91808 45
e 80141 91501 45
e 30018 85416 45
e 29825 52383 45
e 45869 69024 45
e 2218 23359 45
e 5326 40958 45
e 52936 77933 45
e 58609 71920 45
e 3469 47348 45
e 39643 57614 45
e 2648 77424 45
e 39676 49793 45
e 20724 61804 45
e 66276 85328 45
e 10725 35063 45
e 43673 48992 45
e 49943 95953 45
e 3205 19868 45
e 38390 78481 45
e 28786 53886 45
e 47788 53471 45
e 17638 71078 45
e 52958 68596 45
e 31146 55815 45
e 55331 92444 45
e 2365 49192 45
e 6137 83141 45
e 41937 60620 45
e 2264 29810 45
e 53181 66080 45
e 15418 52857 45
e 11036 34304 45
e 25487 28587 45
e 15384 63457 45
e 63839 92812 45
e 50112 61361 45
e 46303 85280 45
e 32119 79517 45
e 14199 42587 45
e 53168 55481 45
e 59536 89356 45
e 22179 91041 45
e 14993 41144 45
e 40277 70298 45
e 62157 86320 45
e 39414 88214 45
e 4070 45317 45
e 83700 91427 45
e 31139 71282 45
e 83187 92377 45
e 53289 88381 45
e 81074 91717 45
e 57888 76527 45
e 40197 93813 45
e 6916 79446 45
e 5981 9035 45
e 31672 44847 45
e 17412 32303 45
e 8654 94529 45
e 57821 90535 45
e 72417 90087 45
e 43045 51359 45
e 29768 81523 45
e 18500 46419 45
e 820 86286 45
e 6973 20429 45
e 45156 69931 45
e 14907 76352 45
e 22559 60191 45
e 4682 83595 45
e 72497 92087 45
e 42048 54215 45
e 32774 97334 45
e 55533 89121 45
e 32247 43279 45
e 1308 4272 45
e 4783 18242 45
e 49720 60594 45
e 31557 73348 45
e 18537 32093 45
e 51220 99724 45
e 46611 91116 45
e 39734 64424 45
e 38442 70137 45
e 7671 76109 45
e 84832 85945 45
e 76464 90786 45
e 35420 92264 45
e 3057 20376 45
e 4986 85994 45
e 34068 51865 45
e 13021 19901 45
e 55642 65984 45
e 31324 41093 45
e 13539 65664 45
e 45579 89101 45
e 5681 67818 45
e 15000 34356 45
e 49345 87400 45
e 22513 90806 45
e 7356 68953 45
e 49078 60169 45
e 35655 92258 45
e 22343 57592 45
e 52078 53319 45
e 25177 95735 45
e 45431 91312 45
e 45084 87557 45
e 46702 91828 45
e 36183 44673 45
e 14631 39162 45
e 60919 84491 45
e 14310 30506 45
e 27354 66031 45
e 22897 37876 45
e 82043 92274 45
e 1823 68474 46
e 18507 75488 46
e 43427 54921 46
e 14901 61815 46
e 25848 60041 46
e 39289 55358 46
e 39843 71209 46
e 51347 57327 46
e 24942 77683 46
e 42159 78899 46
e 4448 28513 46
e 26373 52146 46
e 36726 69996 46
e 15670 33160 46
e 28284 34962 46
e 61874 80374 46
e 86549 90808 46
e 16774 96813 46
e 77089 79444 46
e 52937 63485 46
e 58634 87543 46
e 64526 81763 46
e 2984 87116 46
e 6025 36981 46
e 30281 36510 46
e 10841 31848 46
e 33145 51311 46
e 41388 92519 46
e 7341 36057 46
e 30992 96816 46
e 25257 56274 46
e 42299 44457 46
e 32943 60658 46
e 4012 56387 46
e 24166 86293 46
e 18523 83066 46
e 58343 74602 46
e 40001 57201 46
e 50727 77794 46
e 43881 55282 46
e 31921 99406 46
e 4081 11943 46
e 38328 70114 46
e 17116 24023 46
e 7951 74163 46
e 53891 97505 46
e 58472 97134 46
e 84465 84620 46
e 20933 48625 46
e 17760 37671 46
e 17555 55294 46
e 91885 92759 46
e 45342 81375 46
e 22801 50655 46
e 922 41344 46
e 2610 10153 46
e 76074 88320 46
e 55549 97469 46
e 24518 92716 46
e 67445 99797 46
e 41448 57041 46
e 3243 62826 46
e 11552 93624 46
e 20482 58472 46
e 38898 40910 46
e 15558 71418 46
e 11837 43177 46
e 41697 58573 46
e 73721 85254 46
e 28467 44508 46
e 45771 91453 46
e 31682 60890 46
e 47993 63976 46
e 67958 88475 46
e 58777 62148 46
e 59347 78505 46
e 23575 25063 46
e 19929 58372 46
e 47856 67425 46
e 28185 31955 46
e 29550 42398 46
e 16500 89789 46
e 30186 78089 46
e 64688 70584 46
e 58862 70564 46
e 33763 34368 46
e 37636 42311 46
e 8904 66844 46
e 72785 85839 46
e 9872 26300 46
e 21846 23701 46
e 37119 40805 46
e 21243 28702 46
e 44460 96836 46
e 47912 81956 46
e 17537 41919 46
e 83869 97301 46
e 795 80773 46
e 17962 96126 46
e 62825 69607 46
e 79271 91662 46
e 34399 74051 46
e 4237 71439 46
e 58814 69222 46
e 29929 89686 46
e 66803 84501 46
e 84479 88127 46
e 90448 95120 46
e 47037 65101 46
e 80313 90025 46
e 49238 49684 46
e 14737 41378 46
e 51383 66882 46
e 20873 33120 46
e 62313 95676 46
e 3543 47400 46
e 42850 84077 46
e 16524 86795 46
e 41127 45654 46
e 26411 82553 46
e 14574 80413 46
e 12136 12614 46
e 433 21598 46
e 2158 75885 46
e 41868 56644 46
e 4759 27752 46
e 61271 84710 46
e 20042 87788 46
e 42921 67587 46
e 56837 79142 46
e 14217 31295 46
e 26640 38435 46
e 22394 64767 46
e 87728 89948 46
e 58436 72337 46
e 16051 85106 46
e 46068 76480 46
e 406 48550 46
e 14223 66137 46
e 1457 86688 46
e 8776 82868 46
e 40989 42238 46
e 8477 93909 46
e 3956 60539 46
e 49971 56996 46
e 43431 73041 46
e 37897 65086 46
e 21323 69453 46
e 71205 90270 46
e 23780 65917 46
e 24868 78294 46
e 9777 48003 46
e 11895 45425 46
e 4659 81940 46
e 37813 64466 46
e 34677 39118 46
e 42201 68866 46
e 7818 62253 46
e 19965 58227 46
e 48664 49870 46
e 4034 42230 46
e 25682 42853 46
e 13107 98516 46
e 47146 53626 46
e 32520 71652 46
e 38415 87717 46
e 62647 91389 46
e 52193 65166 46
e 38312 50200 46
e 8497 96614 46
e 54160 61581 46
e 91014 93173 46
e 85391 94705 46
e 2108 80826 46
e 8405 32469 46
e 64247 64489 46
e 12810 37733 46
e 87637 99578 46
e 9321 25831 46
e 55586 70955 46
e 71245 85561 46
e 1382 11116 46
e 31822 80621 46
e 1679 86396 46
e 14211 67960 46
e 26778 48035 46
e 1078 29509 46
e 77657 88823 46
e 22818 40795 46
e 35012 47434 46
e 31247 63546 46
e 23281 28868 46
e 5900 82805 46
e 23234 33564 46
e 21617 75280 46
e 22960 68657 46
e 23673 42233 46
e 5785 42777 46
e 30218 59200 46
e 26829 29027 46
e 90275 93321 46
e 64405 68143 46
e 45306 95745 46
e 866 39588 46
e 75419 93629 46
e 19225 74078 46
e 20536 51265 46
e 48325 52730 46
e 45734 56978 46
e 78933 94503 46
e 15570 46849 46
e 39859 77534 46
e 11307 44984 46
e 54278 91609 46
e 5838 54283 46
e 5936 81555 46
e 20745 50892 46
e 25530 33111 46
e 18302 82766 46
e 30081 62151 46
e 44503 80088 46
e 92757 95528 46
e 55652 72196 46
e 46471 88981 46
e 9297 76880 46
e 24056 76556 46
e 24583 32149 46
e 3123 64110 46
e 36946 85992 46
e 17295 79172 46
e 29078 32509 46
e 6207 77643 46
e 22316 85234 46
e 8416 47620 46
e 9482 64984 46
e 1380 96584 46
e 9022 16804 46
e 73702 77327 46
e 68338 97707 46
e 16970 70360 46
e 41660 44250 46
e 1557 83194 46
e 83555 88345 46
e 17696 18076 46
e 70434 98799 46
e 53480 81690 46
e 3637 28217 46
e 8033 16140 46
e 37413 80472 46
e 46365 82086 46
e 72204 99110 46
e 22561 86704 46
e 48096 59054 46
e 31509 94638 46
e 38801 60777 46
e 63499 76994 46
e 14708 67123 46
e 3280 92474 46
e 19703 33232 46
e 19427 93798 46
e 32458 83553 46
e 72638 73660 46
e 2676 33617 46
e 58699 91929 46
e 19141 78825 46
e 4059 57786 46
e 6392 80087 46
e 32707 70025 46
e 22744 47158 46
e 9524 32896 46
e 46483 52934 46
e 64216 88748 46
e 25691 36896 46
e 88528 94078 46
e 71044 95212 46
e 10726 26146 46
e 16326 26073 46
e 48656 84229 46
e 24186 38064 46
e 8862 53948 46
e 31859 67567 46
e 67460 81171 47
e 26334 93448 47
e 59502 62359 47
e 55007 60132 47
e 20478 85543 47
e 47945 67951 47
e 21925 61699 47
e 40553 41563 47
e 5351 27262 47
e 29536 79459 47
e 75111 85309 47
e 39770 56877 47
e 13509 98053 47
e 9881 84220 47
e 23875 68370 47
e 13989 25360 47
e 31655 74297 47
e 40937 74312 47
e 17544 34914 47
e 46049 55452 47
e 22503 68968 47
e 13913 52949 47
e 22779 65450 47
e 32168 39841 47
e 49405 89009 47
e 36783 38803 47
e 16169 46327 47
e 75363 79665 47
e 8143 59322 47
e 36114 42060 47
e 32649 71088 47
e 63251 80206 47
e 48859 77900 47
e 7554 92731 47
e 51787 76093 47
e 6890 22004 47
e 51390 91658 47
e 52715 53831 47
e 904 79052 47
e 4390 15028 47
e 21159 61299 47
e 3226 55956 47
e 2226 76986 47
e 77940 80913 47
e 7486 72662 47
e 9244 40302 47
e 73306 79973 47
e 1041 85251 47
e 41561 51308 47
e 21825 60173 47
e 76440 86801 47
e 33363 42353 47
e 37599 93356 47
e 8054 66743 47
e 94285 98826 47
e 67089 76108 47
e 11082 91767 47
e 48255 69335 47
e 7523 12299 47
e 25069 94865 47
e 36344 93067 47
e 8806 24340 47
e 80 37035 47
e 66226 72932 47
e 4165 31818 47
e 23865 59608 47
e 53403 67796 47
e 13269 64857 47
e 48256 68013 47
e 63545 84723 47
e 343 1074 47
e 6742 58189 47
e 13217 26697 47
e 23765 86156 47
e 24247 80785 47
e 3265 98278 47
e 80791 93017 47
e 53114 73643 47
e 16738 88084 47
e 74503 97870 47
e 84194 88429 47
e 55102 61929 47
e 62335 85628 47
e 9753 40373 47
e 11884 46123 47
e 91444 95389 47
e 32082 34124 47
e 8747 9698 47
e 23466 23977 47
e 43638 60489 47
e 32674 47941 47
e 48873 64362 47
e 14776 39667 47
e 13750 88263 47
e 38802 69589 47
e 17548 79213 47
e 832 50103 47
e 55938 86024 47
e 50827 63357 47
e 32182 78299 47
e 7853 24489 47
e 51999 71364 47
e 49963 86732 47
e 49179 56068 47
e 12673 99656 47
e 26224 56211 47
e 37568 47728 47
e 8811 39944 47
e 83857 99921 47
e 8304 80230 47
e 20873 38293 47
e 90073 96322 47
e 78398 92491 47
e 49361 62637 47
e 7751 13318 47
e 14552 56341 47
e 2322 90020 47
e 39215 74958 47
e 18473 81862 47
e 66014 93357 47
e 38616 43282 47
e 14886 96432 47
e 36995 86708 47
e 76925 79848 47
e 26632 78452 47
e 35473 94818 47
e 7216 7901 47
e 45083 81004 47
e 59186 98888 47
e 27483 84726 47
e 15108 71339 47
e 40843 45419 47
e 6271 67056 47
e 13401 35671 47
e 5587 9188 47
e 31749 59500 47
e 51064 54927 47
e 23403 34486 47
e 15564 35886 47
e 47807 88907 47
e 7725 16307 47
e 85542 87295 47
e 4935 54632 47
e 50403 87036 47
e 22534 78102 47
e 16651 67383 47
e 30242 87333 47
e 14630 49829 47
e 19393 25428 47
e 71110 92389 47
e 26150 86837 47
e 58408 88680 47
e 29181 86340 47
e 4713 9649 47
e 12244 66253 47
e 9762 87608 47
e 28825 61859 47
e 77904 82419 47
e 55785 56695 47
e 32953 46298 47
e 2043 54437 47
e 73705 94332 47
e 15931 39761 47
e 32147 59179 47
e 65559 79152 47
e 13933 56296 47
e 4505 5600 47
e 27234 62121 47
e 33910 93091 47
e 28871 72325 47
e 48276 59069 47
e 28270 36355 47
e 21250 37119 47
e 24284 94577 47
e 22049 50089 47
e 40869 45985 47
e 68200 71096 47
e 20908 47865 47
e 65612 80149 47
e 12998 60325 47
e 23431 67976 47
e 56820 63243 47
e 17149 68365 47
e 19128 80606 47
e 32206 52006 47
e 16557 50104 47
e 23526 27997 47
e 60085 83348 47
e 31724 93506 47
e 18 24553 47
e 94462 98514 47
e 11791 68336 47
e 19317 71737 47
e 80604 99196 47
e 68606 98577 47
e 52615 91503 47
e 8052 87321 47
e 27311 32370 47
e 58320 83243 47
e 14586 49658 47
e 47998 81152 47
e 38210 77828 47
e 43466 92540 47
e 10754 36203 47
e 56037 64117 47
e 70693 98255 47
e 669 52196 47
e 71537 75289 47
e 13452 61286 47
e 58284 75698 47
e 25492 95404 47
e 40951 43575 47
e 62229 67677 47
e 11551 62033 47
e 10638 53496 47
e 4538 73676 47
e 6199 39804 47
e 50623 87268 47
e 41539 58578 47
e 82435 85633 47
e 3151 8391 47
e 73188 99431 47
e 43003 45443 47
e 69108 70303 47
e 81162 94589 47
e 43220 84897 47
e 47899 72642 47
e 82468 92284 47
e 35692 46863 47
e 35465 89219 47
e 14437 86525 47
e 7946 22239 47
e 7806 66168 47
e 10494 65877 47
e 31028 43470 47
e 50772 99496 47
e 13877 85267 47
e 6355 63007 47
e 526 94789 47
e 48829 51452 47
e 18236 51682 47
e 45287 88230 47
e 16815 95662 47
e 3083 95202 47
e 53160 64618 47
e 27405 99970 47
e 10394 74308 47
e 49494 86529 47
e 35980 94437 47
e 24131 25361 47
e 16969 62571 47
e 61984 89884 47
e 7698 54867 47
e 49477 83002 47
e 7646 85620 47
e 45232 70356 47
e 5783 98138 47
e 37370 51443 47
e 29282 64754 47
e 35580 56474 47
e 18835 78590 47
e 58371 72134 47
e 55288 74258 47
e 7345 21791 47
e 18718 53023 47
e 18205 18848 47
e 55290 92229 47
e 25955 98619 47
e 13366 58564 47
e 50418 53687 47
e 18667 53411 47
e 61769 78089 47
e 38591 56430 47
e 35476 53746 47
e 7978 18496 47
e 30322 52002 47
e 15136 61110 47
e 1520 52449 47
e 88970 91527 48
e 37778 91714 48
e 67630 69204 48
e 57976 71722 48
e 6367 35503 48
e 7152 73451 48
e 13464 80310 48
e 23464 44719 48
e 13553 70565 48
e 64900 89067 48
e 7364 9101 48
e 50995 68759 48
e 17698 37685 48
e 3340 12178 48
e 22148 39477 48
e 30684 92790 48
e 2852 96107 48
e 51556 97967 48
e 39377 95869 48
e 44955 94440 48
e 31943 78325 48
e 29521 76499 48
e 12647 93502 48
e 72169 75954 48
e 33028 49099 48
e 71793 83342 48
e 56611 67569 48
e 60128 92363 48
e 8668 10027 48
e 18646 67873 48
e 15767 35947 48
e 29662 41851 48
e 29308 59846 48
e 13756 69803 48
e 45593 93023 48
e 19258 54895 48
e 9359 92530 48
e 50128 79108 48
e 8112 51446 48
e 25265 60944 48
e 72163 85625 48
e 2270 20807 48
e 59637 60134 48
e 11274 19867 48
e 77095 81232 48
e 3308 52341 48
e 53340 91161 48
e 18568 55663 48
e 38432 92582 48
e 4095 64882 48
e 49096 56247 48
e 41861 45399 48
e 5141 82690 48
e 15238 85277 48
e 31116 31246 48
e 30517 35232 48
e 49099 88947 48
e 91879 94239 48
e 57896 92938 48
